Area,Category,Item,Description,Date,Orders,Type of Order
Arcadia Bay,Burgers,Next Level Veggie,"A plant-based patty with grilled eggplant, zucchini, goat cheese, and green herb sauce.",2022-05-08,69,Dining
Neo Tokyo,Drinks,Health Potion Smoothie,A blend of red fruits with a secret energy mix.,2023-09-14,8,Takeaway
Cyber City,Desserts,Cheat Code Cookies,Cookies with chocolate chips and candies.,2022-01-16,154,Dining
Mystic Falls,Sides,Byte-Size Tots,Crispy tater tots with cheat-code cheese sauce.,2022-10-23,15,Takeaway
Neo Tokyo,Burgers,Next Level Veggie,"A plant-based patty with grilled eggplant, zucchini, goat cheese, and green herb sauce.",2022-05-20,141,Takeaway
Cyber City,Drinks,Mana Milkshake,A blueberry milkshake that restores your energy.,2023-05-18,65,Online
Neo Tokyo,Sides,Byte-Size Tots,Crispy tater tots with cheat-code cheese sauce.,2022-04-01,58,Online
Elysium District,Desserts,Cheat Code Cookies,Cookies with chocolate chips and candies.,2023-10-29,143,Dining
Mystic Falls,Sides,Cosmic Rings,Onion rings with cosmic seasoning and intergalactic sauce.,2022-07-27,145,Dining
Arcadia Bay,Drinks,Mana Milkshake,A blueberry milkshake that restores your energy.,2022-06-24,175,Online
Elysium District,Drinks,Health Potion Smoothie,A blend of red fruits with a secret energy mix.,2021-11-18,117,Takeaway
Mystic Falls,Sides,Quantum Fries,Seasoned fries with a secret spice blend.,2022-06-14,35,Dining
Neo Tokyo,Drinks,Health Potion Smoothie,A blend of red fruits with a secret energy mix.,2022-06-05,2,Dining
Cyber City,Desserts,Save Point Sundae,"Ice cream, hot fudge, and sprinkles with a cherry on top.",2022-04-25,23,Dining
Neo Tokyo,Burgers,Stealth Mode Mushroom,A grilled portobello cap with smoked gouda and garlic aioli.,2021-12-02,38,Takeaway
Mystic Falls,Desserts,Save Point Sundae,"Ice cream, hot fudge, and sprinkles with a cherry on top.",2021-11-19,196,Online
Mystic Falls,Drinks,XP Soda,A range of sodas in multiple epic flavors.,2023-09-19,135,Takeaway
Cyber City,Desserts,Save Point Sundae,"Ice cream, hot fudge, and sprinkles with a cherry on top.",2023-08-12,106,Takeaway
Mystic Falls,Sides,Cosmic Rings,Onion rings with cosmic seasoning and intergalactic sauce.,2022-06-08,197,Takeaway
Cyber City,Burgers,Pixel Pepperjack,"A spicy beef burger with pepperjack cheese, jalapeños, and pixelated salsa.",2022-02-18,4,Takeaway
Cyber City,Drinks,Mana Milkshake,A blueberry milkshake that restores your energy.,2023-04-20,39,Takeaway
Cyber City,Sides,Byte-Size Tots,Crispy tater tots with cheat-code cheese sauce.,2022-11-11,5,Online
Elysium District,Drinks,XP Soda,A range of sodas in multiple epic flavors.,2023-01-08,191,Dining
Elysium District,Drinks,Mana Milkshake,A blueberry milkshake that restores your energy.,2021-12-10,118,Dining
Elysium District,Sides,Black Hole Fries,Fries with a dark garlic truffle sauce.,2022-08-24,54,Takeaway
Arcadia Bay,Drinks,Mana Milkshake,A blueberry milkshake that restores your energy.,2023-09-25,131,Takeaway
Arcadia Bay,Desserts,Save Point Sundae,"Ice cream, hot fudge, and sprinkles with a cherry on top.",2022-02-20,93,Dining
Arcadia Bay,Burgers,Next Level Veggie,"A plant-based patty with grilled eggplant, zucchini, goat cheese, and green herb sauce.",2023-09-20,76,Online
Arcadia Bay,Burgers,Next Level Veggie,"A plant-based patty with grilled eggplant, zucchini, goat cheese, and green herb sauce.",2023-03-29,130,Online
Elysium District,Burgers,Retro Reuben,"Corned beef, sauerkraut, Swiss cheese, and thousand island dressing on a rye bun.",2022-11-26,158,Online
Elysium District,Sides,Black Hole Fries,Fries with a dark garlic truffle sauce.,2022-05-04,52,Online
Cyber City,Drinks,Mana Milkshake,A blueberry milkshake that restores your energy.,2023-03-28,81,Online
Arcadia Bay,Desserts,Save Point Sundae,"Ice cream, hot fudge, and sprinkles with a cherry on top.",2023-06-19,44,Takeaway
Cyber City,Drinks,Health Potion Smoothie,A blend of red fruits with a secret energy mix.,2022-04-12,192,Dining
Neo Tokyo,Desserts,Cheat Code Cookies,Cookies with chocolate chips and candies.,2022-05-06,152,Takeaway
Arcadia Bay,Drinks,XP Soda,A range of sodas in multiple epic flavors.,2023-07-17,129,Online
Neo Tokyo,Desserts,Cheat Code Cookies,Cookies with chocolate chips and candies.,2022-04-29,72,Dining
Elysium District,Desserts,Save Point Sundae,"Ice cream, hot fudge, and sprinkles with a cherry on top.",2022-11-05,137,Takeaway
Cyber City,Burgers,Stealth Mode Mushroom,A grilled portobello cap with smoked gouda and garlic aioli.,2022-11-18,196,Takeaway
Neo Tokyo,Drinks,Health Potion Smoothie,A blend of red fruits with a secret energy mix.,2023-06-08,33,Takeaway
Elysium District,Drinks,XP Soda,A range of sodas in multiple epic flavors.,2022-11-30,42,Online
Mystic Falls,Burgers,Pixel Pepperjack,"A spicy beef burger with pepperjack cheese, jalapeños, and pixelated salsa.",2022-01-27,185,Dining
Arcadia Bay,Desserts,Cheat Code Cookies,Cookies with chocolate chips and candies.,2022-06-12,158,Takeaway
Mystic Falls,Desserts,Cheat Code Cookies,Cookies with chocolate chips and candies.,2022-09-25,23,Takeaway
Arcadia Bay,Sides,Quantum Fries,Seasoned fries with a secret spice blend.,2023-07-26,30,Takeaway
Arcadia Bay,Desserts,Save Point Sundae,"Ice cream, hot fudge, and sprinkles with a cherry on top.",2023-01-17,138,Takeaway
Cyber City,Desserts,Cheat Code Cookies,Cookies with chocolate chips and candies.,2023-07-12,95,Online
Elysium District,Desserts,Cheat Code Cookies,Cookies with chocolate chips and candies.,2023-02-26,99,Takeaway
Elysium District,Desserts,Power Pellet Pops,Fruit-infused ice pops.,2023-07-17,6,Online
Cyber City,Drinks,Health Potion Smoothie,A blend of red fruits with a secret energy mix.,2022-05-04,114,Online
Neo Tokyo,Sides,Quantum Fries,Seasoned fries with a secret spice blend.,2023-02-07,143,Online
Arcadia Bay,Sides,Power-Up Fries,Seasoned fries with power-up dips.,2022-05-31,66,Takeaway
Elysium District,Desserts,Cheat Code Cookies,Cookies with chocolate chips and candies.,2022-08-02,124,Online
Arcadia Bay,Burgers,Next Level Veggie,"A plant-based patty with grilled eggplant, zucchini, goat cheese, and green herb sauce.",2023-03-20,143,Online
Mystic Falls,Desserts,Power Pellet Pops,Fruit-infused ice pops.,2022-12-27,12,Takeaway
Cyber City,Sides,Power-Up Fries,Seasoned fries with power-up dips.,2022-05-06,57,Takeaway
Arcadia Bay,Sides,Cosmic Rings,Onion rings with cosmic seasoning and intergalactic sauce.,2021-11-26,153,Dining
Elysium District,Sides,Power-Up Fries,Seasoned fries with power-up dips.,2021-11-22,141,Online
Neo Tokyo,Desserts,Cheat Code Cookies,Cookies with chocolate chips and candies.,2023-09-18,133,Takeaway
Arcadia Bay,Drinks,XP Soda,A range of sodas in multiple epic flavors.,2023-01-03,178,Online
Mystic Falls,Desserts,Save Point Sundae,"Ice cream, hot fudge, and sprinkles with a cherry on top.",2022-12-24,186,Takeaway
Cyber City,Sides,Quantum Fries,Seasoned fries with a secret spice blend.,2023-09-24,139,Online
Cyber City,Drinks,Mana Milkshake,A blueberry milkshake that restores your energy.,2022-06-18,135,Online
Mystic Falls,Drinks,XP Soda,A range of sodas in multiple epic flavors.,2022-03-16,162,Dining
Cyber City,Burgers,Retro Reuben,"Corned beef, sauerkraut, Swiss cheese, and thousand island dressing on a rye bun.",2022-12-21,58,Takeaway
Mystic Falls,Sides,Cosmic Rings,Onion rings with cosmic seasoning and intergalactic sauce.,2021-12-22,73,Takeaway
Neo Tokyo,Drinks,XP Soda,A range of sodas in multiple epic flavors.,2022-06-29,78,Online
Cyber City,Drinks,Mana Milkshake,A blueberry milkshake that restores your energy.,2023-01-01,195,Takeaway
Mystic Falls,Burgers,Retro Reuben,"Corned beef, sauerkraut, Swiss cheese, and thousand island dressing on a rye bun.",2022-04-18,164,Takeaway
Arcadia Bay,Desserts,Power Pellet Pops,Fruit-infused ice pops.,2022-01-22,102,Online
Arcadia Bay,Drinks,Mana Milkshake,A blueberry milkshake that restores your energy.,2023-06-10,85,Online
Elysium District,Desserts,Save Point Sundae,"Ice cream, hot fudge, and sprinkles with a cherry on top.",2022-09-29,170,Dining
Mystic Falls,Drinks,Mana Milkshake,A blueberry milkshake that restores your energy.,2022-06-11,117,Takeaway
Mystic Falls,Sides,Power-Up Fries,Seasoned fries with power-up dips.,2023-06-03,110,Online
Cyber City,Desserts,Save Point Sundae,"Ice cream, hot fudge, and sprinkles with a cherry on top.",2022-01-19,122,Online
Neo Tokyo,Burgers,Stealth Mode Mushroom,A grilled portobello cap with smoked gouda and garlic aioli.,2023-04-19,5,Online
Cyber City,Drinks,Mana Milkshake,A blueberry milkshake that restores your energy.,2022-08-02,31,Dining
Cyber City,Sides,Quantum Fries,Seasoned fries with a secret spice blend.,2023-04-29,141,Dining
Elysium District,Sides,Cosmic Rings,Onion rings with cosmic seasoning and intergalactic sauce.,2023-09-30,154,Online
Neo Tokyo,Desserts,Save Point Sundae,"Ice cream, hot fudge, and sprinkles with a cherry on top.",2023-02-22,90,Online
Cyber City,Desserts,Save Point Sundae,"Ice cream, hot fudge, and sprinkles with a cherry on top.",2022-08-31,108,Takeaway
Arcadia Bay,Desserts,Save Point Sundae,"Ice cream, hot fudge, and sprinkles with a cherry on top.",2023-02-26,98,Dining
Neo Tokyo,Drinks,Mana Milkshake,A blueberry milkshake that restores your energy.,2023-10-01,91,Online
Cyber City,Drinks,Mana Milkshake,A blueberry milkshake that restores your energy.,2023-06-01,75,Takeaway
Elysium District,Burgers,Pixel Pepperjack,"A spicy beef burger with pepperjack cheese, jalapeños, and pixelated salsa.",2022-08-16,186,Dining
Mystic Falls,Desserts,Cheat Code Cookies,Cookies with chocolate chips and candies.,2021-12-03,170,Takeaway
Neo Tokyo,Burgers,Next Level Veggie,"A plant-based patty with grilled eggplant, zucchini, goat cheese, and green herb sauce.",2022-11-03,161,Dining
Elysium District,Drinks,Health Potion Smoothie,A blend of red fruits with a secret energy mix.,2023-04-05,87,Dining
Mystic Falls,Sides,Supernova Sweet Potato Fries,Sweet and spicy sweet potato fries with starlight mayo.,2022-04-16,123,Takeaway
Mystic Falls,Burgers,Pixel Pepperjack,"A spicy beef burger with pepperjack cheese, jalapeños, and pixelated salsa.",2022-03-07,157,Online
Mystic Falls,Burgers,Pixel Pepperjack,"A spicy beef burger with pepperjack cheese, jalapeños, and pixelated salsa.",2023-04-01,96,Dining
Elysium District,Sides,Black Hole Fries,Fries with a dark garlic truffle sauce.,2022-05-14,116,Dining
Elysium District,Drinks,Mana Milkshake,A blueberry milkshake that restores your energy.,2022-01-06,181,Online
Cyber City,Desserts,Save Point Sundae,"Ice cream, hot fudge, and sprinkles with a cherry on top.",2022-09-12,164,Online
Neo Tokyo,Sides,Black Hole Fries,Fries with a dark garlic truffle sauce.,2022-09-09,28,Takeaway
Neo Tokyo,Sides,Quantum Fries,Seasoned fries with a secret spice blend.,2021-11-18,46,Takeaway
Arcadia Bay,Drinks,Mana Milkshake,A blueberry milkshake that restores your energy.,2022-11-14,25,Dining
Mystic Falls,Burgers,Epic Stack,"A double beef patty with epic layers of crispy bacon, melted cheddar, and our secret Epic Sauce.",2023-04-24,95,Takeaway
Cyber City,Desserts,Save Point Sundae,"Ice cream, hot fudge, and sprinkles with a cherry on top.",2023-02-24,88,Takeaway
Elysium District,Sides,Quantum Fries,Seasoned fries with a secret spice blend.,2022-08-10,113,Online
Arcadia Bay,Desserts,Save Point Sundae,"Ice cream, hot fudge, and sprinkles with a cherry on top.",2021-11-22,167,Takeaway
Arcadia Bay,Burgers,Next Level Veggie,"A plant-based patty with grilled eggplant, zucchini, goat cheese, and green herb sauce.",2021-12-04,189,Takeaway
Mystic Falls,Sides,Quantum Fries,Seasoned fries with a secret spice blend.,2021-11-23,160,Takeaway
Cyber City,Sides,Black Hole Fries,Fries with a dark garlic truffle sauce.,2023-02-02,155,Takeaway
Elysium District,Drinks,Health Potion Smoothie,A blend of red fruits with a secret energy mix.,2023-10-27,81,Takeaway
Neo Tokyo,Drinks,Health Potion Smoothie,A blend of red fruits with a secret energy mix.,2023-05-29,59,Dining
Arcadia Bay,Sides,Byte-Size Tots,Crispy tater tots with cheat-code cheese sauce.,2022-05-08,37,Online
Neo Tokyo,Sides,Power-Up Fries,Seasoned fries with power-up dips.,2022-08-06,44,Dining
Cyber City,Sides,Byte-Size Tots,Crispy tater tots with cheat-code cheese sauce.,2023-02-04,80,Takeaway
Elysium District,Sides,Supernova Sweet Potato Fries,Sweet and spicy sweet potato fries with starlight mayo.,2022-09-20,59,Takeaway
Cyber City,Burgers,Next Level Veggie,"A plant-based patty with grilled eggplant, zucchini, goat cheese, and green herb sauce.",2022-05-28,105,Takeaway
Elysium District,Desserts,Cheat Code Cookies,Cookies with chocolate chips and candies.,2022-04-11,98,Dining
Arcadia Bay,Drinks,XP Soda,A range of sodas in multiple epic flavors.,2022-12-10,66,Takeaway
Arcadia Bay,Desserts,Power Pellet Pops,Fruit-infused ice pops.,2022-01-22,113,Online
Arcadia Bay,Sides,Black Hole Fries,Fries with a dark garlic truffle sauce.,2022-04-07,83,Takeaway
Neo Tokyo,Desserts,Save Point Sundae,"Ice cream, hot fudge, and sprinkles with a cherry on top.",2022-12-03,83,Dining
Elysium District,Sides,Cosmic Rings,Onion rings with cosmic seasoning and intergalactic sauce.,2022-11-13,82,Dining
Elysium District,Sides,Quantum Fries,Seasoned fries with a secret spice blend.,2022-04-12,8,Takeaway
Arcadia Bay,Drinks,Health Potion Smoothie,A blend of red fruits with a secret energy mix.,2022-01-17,104,Takeaway
Elysium District,Desserts,Save Point Sundae,"Ice cream, hot fudge, and sprinkles with a cherry on top.",2021-11-11,158,Takeaway
Arcadia Bay,Drinks,Health Potion Smoothie,A blend of red fruits with a secret energy mix.,2022-01-19,133,Online
Mystic Falls,Burgers,Avatar Avocado,A chicken burger with creamy avocado spread and sun-dried tomato mayo.,2023-05-06,116,Online
Elysium District,Desserts,Power Pellet Pops,Fruit-infused ice pops.,2023-05-15,182,Takeaway
Arcadia Bay,Desserts,Power Pellet Pops,Fruit-infused ice pops.,2023-07-11,56,Online
Mystic Falls,Drinks,Health Potion Smoothie,A blend of red fruits with a secret energy mix.,2023-06-21,110,Dining
Neo Tokyo,Desserts,Power Pellet Pops,Fruit-infused ice pops.,2021-12-20,172,Dining
Elysium District,Desserts,Cheat Code Cookies,Cookies with chocolate chips and candies.,2022-01-30,84,Dining
Mystic Falls,Drinks,XP Soda,A range of sodas in multiple epic flavors.,2023-08-18,52,Takeaway
Cyber City,Desserts,Save Point Sundae,"Ice cream, hot fudge, and sprinkles with a cherry on top.",2023-01-19,121,Dining
Mystic Falls,Desserts,Save Point Sundae,"Ice cream, hot fudge, and sprinkles with a cherry on top.",2023-01-28,144,Dining
Elysium District,Burgers,Epic Stack,"A double beef patty with epic layers of crispy bacon, melted cheddar, and our secret Epic Sauce.",2022-08-21,73,Online
Neo Tokyo,Desserts,Power Pellet Pops,Fruit-infused ice pops.,2023-07-01,139,Takeaway
Mystic Falls,Burgers,Stealth Mode Mushroom,A grilled portobello cap with smoked gouda and garlic aioli.,2021-12-16,90,Takeaway
Arcadia Bay,Desserts,Save Point Sundae,"Ice cream, hot fudge, and sprinkles with a cherry on top.",2022-08-11,2,Dining
Neo Tokyo,Drinks,Health Potion Smoothie,A blend of red fruits with a secret energy mix.,2023-09-09,82,Takeaway
Mystic Falls,Burgers,Pixel Pepperjack,"A spicy beef burger with pepperjack cheese, jalapeños, and pixelated salsa.",2023-03-29,58,Takeaway
Neo Tokyo,Desserts,Save Point Sundae,"Ice cream, hot fudge, and sprinkles with a cherry on top.",2023-04-20,118,Online
Arcadia Bay,Burgers,Next Level Veggie,"A plant-based patty with grilled eggplant, zucchini, goat cheese, and green herb sauce.",2022-05-05,40,Online
Mystic Falls,Burgers,Next Level Veggie,"A plant-based patty with grilled eggplant, zucchini, goat cheese, and green herb sauce.",2022-12-22,9,Online
Elysium District,Burgers,Stealth Mode Mushroom,A grilled portobello cap with smoked gouda and garlic aioli.,2021-12-05,120,Dining
Neo Tokyo,Drinks,Health Potion Smoothie,A blend of red fruits with a secret energy mix.,2023-07-07,107,Online
Arcadia Bay,Burgers,Next Level Veggie,"A plant-based patty with grilled eggplant, zucchini, goat cheese, and green herb sauce.",2022-04-29,200,Dining
Arcadia Bay,Drinks,Mana Milkshake,A blueberry milkshake that restores your energy.,2023-05-10,68,Online
Arcadia Bay,Drinks,Mana Milkshake,A blueberry milkshake that restores your energy.,2022-02-17,134,Dining
Elysium District,Drinks,Mana Milkshake,A blueberry milkshake that restores your energy.,2022-04-20,122,Dining
Elysium District,Desserts,Save Point Sundae,"Ice cream, hot fudge, and sprinkles with a cherry on top.",2023-09-05,156,Dining
Mystic Falls,Desserts,Cheat Code Cookies,Cookies with chocolate chips and candies.,2023-02-09,122,Dining
Mystic Falls,Burgers,Pixel Pepperjack,"A spicy beef burger with pepperjack cheese, jalapeños, and pixelated salsa.",2023-04-09,54,Online
Arcadia Bay,Sides,Quantum Fries,Seasoned fries with a secret spice blend.,2022-09-09,66,Takeaway
Cyber City,Sides,Power-Up Fries,Seasoned fries with power-up dips.,2023-06-09,117,Takeaway
Mystic Falls,Burgers,Retro Reuben,"Corned beef, sauerkraut, Swiss cheese, and thousand island dressing on a rye bun.",2023-08-22,55,Dining
Arcadia Bay,Desserts,Save Point Sundae,"Ice cream, hot fudge, and sprinkles with a cherry on top.",2023-08-02,11,Online
Neo Tokyo,Desserts,Save Point Sundae,"Ice cream, hot fudge, and sprinkles with a cherry on top.",2022-06-09,66,Dining
Cyber City,Drinks,Mana Milkshake,A blueberry milkshake that restores your energy.,2023-10-08,41,Takeaway
Arcadia Bay,Sides,Byte-Size Tots,Crispy tater tots with cheat-code cheese sauce.,2022-03-25,37,Online
Mystic Falls,Burgers,Stealth Mode Mushroom,A grilled portobello cap with smoked gouda and garlic aioli.,2023-08-31,192,Takeaway
Elysium District,Desserts,Save Point Sundae,"Ice cream, hot fudge, and sprinkles with a cherry on top.",2023-05-04,24,Takeaway
